ZipCode,TrafficNoise,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
98024,1,,30000.0,49500.0,50000.0,66000.0,,25000.0,117500.0,140500.0,137000.0,205000.0,198750.0,96000.0,198475.0,295500.0,,220000.0,471250.0,,300000.0,249500.0,281250.0,306250.0,388000.0,347500.0,299000.0,307000.0,454000.0,,440000.0,210500.0,468750.0,450000.0,378000.0,1180000.0,594500.0,508500.0,420000.0,722700.0,815000.0,1499950.0
98024,2,77500.0,,170000.0,,58000.0,,,83150.0,138950.0,128000.0,103475.0,157750.0,159000.0,169459.0,150250.0,255000.0,242500.0,52680.0,228700.0,252500.0,249000.0,126486.0,420225.0,322000.0,391231.0,665000.0,,454600.0,200000.0,300000.0,359393.5,343100.0,555000.0,350000.0,371500.0,352500.0,895000.0,496000.0,734940.0,879000.0,699000.0
98025,0,,,,,,,,,,,,,,,,,,,,,,,,,865614.0,,,,,,,,,,,,,,,,
98026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437000.0,,,,,,
98027,0,118750.0,116125.0,115500.0,110000.0,122675.0,132750.0,133953.0,160000.0,215000.0,200000.0,198000.0,204000.0,226750.0,230000.0,244500.0,249975.0,280950.0,312000.0,325000.0,324950.0,343000.0,381000.0,440000.0,475000.0,587000.0,638250.0,586000.0,512500.0,520000.0,465000.0,465000.0,513000.0,575000.0,620000.0,660150.0,771500.0,837250.0,813000.0,891000.0,1100000.0,1460000.0
98027,1,32500.0,,125000.0,121800.0,109500.0,224950.0,160000.0,188500.0,137000.0,229500.0,169900.0,179950.0,191000.0,300450.0,376000.0,379975.0,252350.0,336438.0,347975.0,542450.0,324450.0,423500.0,400000.0,482500.0,759900.0,455000.0,665000.0,425000.0,656000.0,215000.0,500000.0,436000.0,499000.0,505000.0,842500.0,857500.0,815000.0,738000.0,829999.0,1126750.0,1285000.0
98027,2,118975.0,135170.0,93000.0,92500.0,94900.0,88200.0,129900.0,83125.0,202975.0,170000.0,153000.0,167500.0,97500.0,184000.0,330000.0,165000.0,210000.0,253000.0,294950.0,306000.0,250000.0,230000.0,282475.0,395500.0,544500.0,626000.0,400000.0,157532.0,298500.0,334000.0,311000.0,337000.0,430000.0,427500.0,591944.0,575000.0,622500.0,713500.0,757500.0,825000.0,987500.0
98027,3,50500.0,210000.0,,,,77550.0,93500.0,169950.0,159950.0,,270000.0,135000.0,530000.0,202000.0,,311500.0,382500.0,302000.0,350000.0,399950.0,577504.0,470000.0,570000.0,446750.0,350000.0,430000.0,688000.0,1950000.0,645625.0,276500.0,485000.0,835000.0,410000.0,545000.0,575000.0,537500.0,2675000.0,1152500.0,660000.0,952669.0,
98028,0,87500.0,80000.0,85000.0,90500.0,85000.0,104000.0,107000.0,132000.0,175000.0,158500.0,160000.0,163000.0,180000.0,179350.0,186000.0,190000.0,220000.0,229950.0,254990.0,267000.0,275000.0,300975.0,341475.0,400000.0,443607.0,458000.0,439500.0,392000.0,358000.0,345000.0,355000.0,399975.0,432000.0,485000.0,531000.0,640000.0,686000.0,658750.0,789475.0,935500.0,1176500.0
98028,1,100000.0,76500.0,60000.0,77475.0,,79950.0,95975.0,94000.0,100500.0,122170.0,136475.0,126000.0,140000.0,142000.0,145000.0,150000.0,185000.0,194250.0,209000.0,239000.0,232000.0,258000.0,270000.0,317250.0,370975.0,357950.0,322885.0,277000.0,329500.0,269500.0,299975.0,347996.0,309750.0,429000.0,475000.0,561500.0,600000.0,554000.0,717500.0,757500.0,700000.0
98028,2,,,,68000.0,132500.0,80000.0,75500.0,86175.5,115000.0,120000.0,128000.0,174000.0,150000.0,138560.0,173450.0,155750.0,174725.0,177000.0,214000.0,217000.0,238000.0,265000.0,253175.0,314950.0,352000.0,416000.0,300000.0,291000.0,374079.0,270000.0,305000.0,303000.0,390000.0,427475.0,530000.0,549500.0,535000.0,575000.0,685000.0,726000.0,328750.0
98028,3,,,135000.0,,105741.0,,110000.0,,,,,,250500.0,,229000.0,,330000.0,,,450000.0,374950.0,,465000.0,,636000.0,,670000.0,,466500.0,,390000.0,,,,875000.0,825000.0,,1075000.0,1225000.0,,
98029,0,133000.0,105000.0,181500.0,112950.0,119064.0,144975.0,136841.0,154990.0,232450.0,209000.0,207613.0,211035.5,218000.0,220000.0,229500.0,249950.0,272000.0,286000.0,305000.0,323000.0,337500.0,354000.0,415000.0,448000.0,560000.0,599725.0,551000.0,490000.0,465500.0,446000.0,465000.0,525000.0,590000.0,650000.0,738000.0,854500.0,890000.0,848727.0,935000.0,1269500.0,1697500.0
98029,1,,,,118250.0,149900.0,137000.0,123500.0,145475.0,,259250.0,183500.0,310000.0,204500.0,230250.0,350000.0,229500.0,265000.0,326950.0,565000.0,332000.0,341750.0,353000.0,447725.0,500000.0,550000.0,540000.0,550000.0,,440000.0,491750.0,490000.0,547000.0,495000.0,375000.0,610000.0,910000.0,942500.0,1163000.0,810000.0,1321100.0,
98029,2,,,,,,,,,369000.0,,,,,,200000.0,,229500.0,,,,,,1400000.0,560000.0,,,,,,,,483500.0,,,550000.0,,,864891.5,34000.0,635000.0,
98030,0,70975.0,76750.0,72000.0,83927.5,82000.0,85500.0,94500.0,105500.0,124537.5,130000.0,135950.0,136000.0,143950.0,138500.0,152950.0,163375.0,173550.0,189950.0,206000.0,215000.0,219950.0,228000.0,245000.0,284625.0,325000.0,340000.0,309500.0,258500.0,235500.0,210000.0,210000.0,248033.0,266000.0,293250.0,325000.0,368000.0,398000.0,415000.0,459000.0,570000.0,660000.0
98030,1,,91000.0,108975.0,,81000.0,79900.0,135000.0,132500.0,144500.0,111000.0,142500.0,141000.0,135500.0,129900.0,134755.0,148250.0,159250.0,170195.0,203000.0,198000.0,200000.0,207500.0,236000.0,285000.0,318225.0,332000.0,285000.0,181500.0,232000.0,184510.0,200950.0,230000.0,245000.0,280000.0,299000.0,350000.0,381000.0,441000.0,460000.0,555000.0,1020000.0
98030,2,,,,100000.0,,83750.0,75000.0,94975.0,50000.0,126000.0,98249.5,98475.0,88000.0,131000.0,94500.0,118000.0,108000.0,137000.0,169950.0,185000.0,168000.0,185875.0,233750.0,266000.0,275000.0,249900.0,594000.0,150000.0,155000.0,185000.0,169228.5,225000.0,263553.5,180000.0,204725.0,325000.0,286000.0,434000.0,433000.0,405000.0,849000.0
98030,3,180000.0,,,,,,,,74000.0,130000.0,,95000.0,175000.0,,222475.0,65000.0,118000.0,,,142000.0,287500.0,177000.0,179500.0,100000.0,284000.0,,,,,179248.5,89900.0,175000.0,120000.0,200000.0,155932.0,285000.0,,,380000.0,382500.0,
98031,0,72000.0,77700.0,75050.0,78200.0,79475.0,82250.0,93547.5,106000.0,149950.0,139225.0,145000.0,142000.0,145950.0,146750.0,149500.0,153349.0,169950.0,180000.0,194550.0,210000.0,214950.0,226000.0,250000.0,284900.0,341827.5,350000.0,305000.0,261000.0,242500.0,210000.0,214000.0,243000.0,265000.0,299925.0,335000.0,371750.0,415500.0,425000.0,475000.0,570888.0,650000.0
98031,1,120000.0,88000.0,86950.0,77975.0,76950.0,79950.0,93500.0,89900.0,122500.0,91000.0,127475.0,138000.0,139950.0,139500.0,137697.5,146975.0,148245.0,176950.0,172950.0,185000.0,196150.0,209950.0,252500.0,288000.0,349950.0,370129.0,293000.0,230000.0,210500.0,224250.0,234601.5,260000.0,240012.5,282000.0,310000.0,341250.0,406000.0,450510.0,450000.0,543000.0,550000.0
98031,2,,81250.0,,,75000.0,,82750.0,94500.0,100000.0,70000.0,108000.0,110000.0,128000.0,125000.0,127497.5,131500.0,132750.0,184250.0,157975.0,189950.0,161500.0,206000.0,235000.0,250200.0,325250.0,320000.0,278000.0,292000.0,267000.0,127125.0,160711.0,175000.0,195500.0,285000.0,310000.0,340000.0,360000.0,442500.0,405000.0,525000.0,662500.0
98031,3,,,,,,,,,,,,,115000.0,,,,,,,235000.0,,,,,397000.0,430000.0,,,,,,,,,,,250000.0,,,,
98032,0,75000.0,86750.0,75000.0,73000.0,77000.0,81862.5,88900.0,93475.0,113700.0,127500.0,120000.0,127000.0,127250.0,132000.0,128000.0,131275.0,140350.0,158250.0,172500.0,187000.0,187500.0,190600.0,223000.0,256500.0,288000.0,312750.0,275000.0,226750.0,220000.0,177555.0,165000.0,216000.0,235000.0,265000.0,300000.0,347400.0,380000.0,385000.0,436500.0,520000.0,600000.0
98032,1,,55000.0,162000.0,72500.0,57700.0,40000.0,71950.0,63000.0,136500.0,245000.0,91975.0,140000.0,105205.0,111900.0,138990.0,118975.0,110215.5,124500.0,123750.0,163000.0,167000.0,153425.0,170000.0,207475.0,223000.0,519500.0,245250.0,123000.0,204710.0,95000.0,152705.0,229067.5,237000.0,234300.0,314950.0,311000.0,369000.0,345000.0,475000.0,482000.0,
98032,2,67000.0,,56250.0,61500.0,68400.0,72725.0,80500.0,78000.0,85225.0,90000.0,94000.0,119000.0,127500.0,105500.0,115000.0,105000.0,135000.0,165000.0,165000.0,160225.0,165950.0,189652.0,195075.0,235000.0,286550.0,294000.0,242000.0,245955.0,194995.5,140000.0,160000.0,207128.0,206000.0,286988.0,288500.0,295000.0,349500.0,390000.0,370000.0,455000.0,600000.0
98032,3,,,,,,74875.0,68750.0,82500.0,95375.0,108500.0,104475.0,123100.0,104000.0,120000.0,116250.0,118500.0,149250.0,132250.0,145950.0,169500.0,183000.0,173500.5,178300.0,252000.0,267250.0,297500.0,304500.0,145000.0,150000.0,226500.0,139401.0,185000.0,181000.0,233600.0,255000.0,317500.0,258500.0,320000.0,435875.0,500000.0,645000.0
98033,0,87000.0,85500.0,88000.0,88000.0,97000.0,87500.0,116000.0,127950.0,186950.0,176165.0,174999.5,173750.0,183794.5,200000.0,210000.0,229995.0,256500.0,285000.0,309750.0,329000.0,370000.0,395000.0,460750.0,531500.0,629000.0,664500.0,635000.0,569500.0,534950.0,525000.0,550000.0,620000.0,650000.0,750000.0,825000.0,951000.0,1155000.0,1172500.0,1315000.0,1600000.0,1875500.0
98033,1,80500.0,74500.0,73025.0,85975.0,85500.0,99950.0,87499.0,118725.0,128500.0,267250.0,161500.0,154000.0,171000.0,180000.0,205000.0,192750.0,236000.0,276000.0,294000.0,289500.0,300000.0,375000.0,363500.0,544975.0,554500.0,650000.0,560000.0,399000.0,465000.0,536000.0,425000.5,500000.0,568000.0,571500.0,721725.0,852500.0,1050000.0,1116250.0,1095166.5,1330000.0,1062500.0
98033,2,75000.0,,125750.0,62000.0,76250.0,101045.0,88000.0,173475.0,165700.0,137750.0,206500.0,180000.0,257750.0,182000.0,270000.0,330000.0,311000.0,265000.0,379000.0,345000.0,341500.0,463000.0,425500.0,487000.0,575000.0,670000.0,479000.0,719750.0,842500.0,580500.0,538325.0,723588.0,862500.0,977500.0,1078000.0,1424500.0,1500000.0,899900.0,1525000.0,2332000.0,1490000.0
98033,3,,92000.0,95000.0,,88325.0,,109000.0,113000.0,135310.0,194500.0,156787.0,170750.0,162500.0,175000.0,178500.0,181250.0,245950.0,274000.0,282000.0,254950.0,279000.0,287500.0,367736.0,462150.0,450000.0,642000.0,442000.0,340000.0,364225.0,426000.0,378500.0,498000.0,480260.0,586950.0,539000.0,770000.0,961944.0,800000.0,788750.0,1185000.0,
98034,0,79000.0,82600.0,82500.0,80000.0,87500.0,87250.0,91850.0,116225.0,159950.0,152000.0,147500.0,152000.0,160000.0,162000.0,169000.0,184950.0,208725.0,232650.0,240000.0,252500.0,265000.0,286900.0,318150.0,367700.0,423875.0,451000.0,423000.0,370750.0,370638.0,345000.0,351500.0,415000.0,440000.0,470000.0,552000.0,655000.0,730000.0,710000.0,785000.0,990000.0,1380000.0
98034,1,70850.0,78860.0,75000.0,69000.0,72750.0,81500.0,83950.0,116950.0,138500.0,176450.0,135999.5,143525.0,158500.0,151975.0,162000.0,175000.0,203500.0,210000.0,225000.0,239575.0,253500.0,260975.0,297900.0,340000.0,415000.0,435000.0,379900.0,343000.0,373000.0,342000.0,333000.0,382500.0,420000.0,432500.0,495000.0,627500.0,735000.0,730000.0,681000.0,935000.0,1019400.0
98034,2,83471.0,78187.5,74355.0,86475.0,81000.0,83000.0,80000.0,131000.0,205000.0,143975.0,151284.0,153300.0,149500.0,153000.0,170000.0,177799.5,187725.0,229950.0,235000.0,250225.0,285000.0,290000.0,336725.0,381595.0,432600.0,611000.0,427500.0,338750.0,358000.0,334500.0,339500.0,440000.0,465000.0,485000.0,524000.0,587500.0,644000.0,690000.0,763250.0,949000.0,1290000.0
98034,3,,79500.0,76500.0,74415.0,78500.0,72000.0,89925.0,95310.0,,131000.0,146950.0,131200.0,159900.0,146950.0,146200.0,165725.0,186500.0,199500.0,227500.0,229975.0,232700.0,256000.0,272500.0,325000.0,397475.0,420475.0,365238.0,311250.0,222000.0,225000.0,322000.0,321300.0,397000.0,390000.0,500000.0,563500.0,590000.0,522500.0,705000.5,805000.0,
98035,0,,,,,,,,,,,,,,85000.0,,,,,,,,145000.0,,,209000.0,,,147000.0,,,,,,,,,,,,,
98038,0,92500.0,75800.0,83500.0,90000.0,96950.0,95000.0,100945.5,119950.0,152475.0,139750.0,141975.0,144995.0,156750.0,161500.0,164900.0,168687.5,189950.0,199001.0,219600.0,227500.0,238500.0,251785.0,270000.0,334000.0,392000.0,383125.0,358000.0,309900.0,292000.0,268797.0,265000.0,299997.5,335000.0,362500.0,390000.0,440000.0,489475.0,487950.0,530000.0,699000.0,786250.0
98038,1,,66750.0,58000.0,68750.0,106500.0,91700.0,79075.0,132000.0,152950.0,187500.0,126000.0,170900.0,132000.0,177990.0,141495.0,169950.0,159725.0,186889.0,284950.0,201500.0,240995.0,228000.0,245000.0,344975.0,378000.0,329950.0,360000.0,250702.5,265000.0,305000.0,289900.0,280375.0,313999.0,334000.0,379500.0,423202.5,466950.0,450000.0,626500.0,616500.0,687500.0
98038,2,72500.0,92500.0,109000.0,,93500.0,67500.0,63500.0,,225000.0,,154560.0,169900.0,133150.0,181000.0,155000.0,175000.0,205000.0,181500.0,167250.0,135500.0,200000.0,197500.0,435000.0,315750.0,336000.0,315000.0,175529.5,357500.0,215000.0,290000.0,229501.0,274450.0,340500.0,316000.0,399500.0,462750.0,584000.0,517000.0,528000.0,655500.0,495000.0
98038,3,66026.0,,,105000.0,100000.0,63500.0,,,,147500.0,173000.0,149250.0,89000.0,189950.0,171000.0,160000.0,179750.0,191781.0,316500.0,191000.0,180750.0,236900.0,270820.0,420000.0,337475.0,156250.0,346500.0,415000.0,274975.0,173000.0,128000.0,297158.0,299900.0,285230.0,337500.0,490000.0,463500.0,356900.0,589999.0,349950.0,
98039,0,340000.0,230500.0,144350.0,185404.0,216000.0,214000.0,247000.0,383000.0,574500.0,510475.0,470000.0,375000.0,474975.0,371500.0,533990.0,526000.0,678750.0,725000.0,750000.0,1062500.0,765000.0,889700.0,985000.0,1700000.0,1542500.0,2025000.0,1463000.0,1581000.0,1255500.0,1287500.0,1400000.0,1550000.0,2450000.0,2002500.0,2100000.0,2700000.0,2850000.0,2645000.0,3950000.0,4000000.0,5850000.0
98039,1,,105000.0,332250.0,475000.0,135000.0,155000.0,,277000.0,375000.0,,375000.0,225000.0,406000.0,399000.0,568500.0,627500.0,494500.0,1200000.0,1050000.0,827500.0,875000.0,805000.0,1462500.0,1220000.0,1777500.0,2727875.0,1375000.0,610000.0,1112500.0,1050000.0,1540000.0,1680000.0,1974865.0,2180000.0,1495000.0,2857500.0,2100000.0,3100000.0,2247500.0,3520000.0,2694000.0
98039,2,,,,,225000.0,,219500.0,,379950.0,725000.0,440000.0,410000.0,295000.0,381500.0,625000.0,455250.0,332500.0,1259500.0,500000.0,,930000.0,,550500.0,1779500.0,,,1660000.0,,,840088.0,1100000.0,980000.0,1420625.0,1897500.0,1700000.0,,,3200000.0,2825000.0,8300000.0,
98039,3,,,,79500.0,,,,,,,,,349000.0,295000.0,,434500.0,559000.0,454000.0,260000.0,680000.0,980000.0,,729000.0,825000.0,794529.5,,,575000.0,930000.0,848500.0,935750.0,,1006250.0,1926500.0,1614134.0,2600000.0,1597500.0,3000000.0,6780000.0,4105000.0,7250000.0
98040,0,143000.0,135000.0,165000.0,151000.0,166000.0,186000.0,215000.0,260500.0,389000.0,325000.0,312500.0,300000.0,334780.0,371500.0,384250.0,439000.0,469000.0,582500.0,625000.0,616500.0,610000.0,650000.0,725000.0,889950.0,941250.0,1060000.0,958500.0,817000.0,839000.0,837500.0,865000.0,900000.0,1034000.0,1137500.0,1273000.0,1460000.0,1565000.0,1515600.0,1647000.0,2058000.0,2420000.0
98040,1,28700.0,129500.0,163500.0,129750.0,215000.0,156000.0,165000.0,273000.0,435000.0,365000.0,280000.0,292000.0,324750.0,324500.0,318300.0,379000.0,402000.0,527000.0,575000.0,463000.0,595200.0,691250.0,635000.0,699200.0,798900.0,944500.0,1297000.0,712000.0,749611.5,711500.0,715500.0,819104.0,887500.0,1024500.0,1305000.0,1355000.0,1381500.0,1440000.0,1460000.0,1930000.0,2530000.0
98040,2,,205000.0,140000.0,116000.0,106000.0,138000.0,198000.0,261750.0,375000.0,567000.0,315000.0,317000.0,364500.0,329000.0,355000.0,532500.0,452475.0,650000.0,520000.0,682500.0,671500.0,710000.0,674500.0,839000.0,815000.0,907500.0,1104000.0,1065000.0,1057500.0,749000.0,812000.0,1147500.0,1100000.0,1155000.0,1162500.0,1314300.0,1445000.0,1744875.0,1313375.0,1945000.0,2711000.0
98040,3,,,,,,98750.0,159500.0,,,160000.0,170000.0,155000.0,160000.0,271000.0,249800.0,225000.0,320000.0,289250.0,378000.0,942500.0,877500.0,710000.0,464500.0,586500.0,1141000.0,637500.0,614500.0,505000.0,470000.0,412475.0,509000.0,620605.0,900000.0,856274.5,855000.0,870000.0,1040000.0,1290000.0,1100000.0,1316500.0,
98042,0,68000.0,91675.0,89485.0,84975.0,88720.0,91675.0,89950.0,110000.0,144220.0,134950.0,128500.0,132250.0,142950.0,148950.0,158250.0,172000.0,169250.0,179000.0,197475.0,207750.0,229950.0,246450.0,266950.0,297094.5,329000.0,346975.0,330000.0,269950.0,259450.0,235000.0,230650.0,260000.0,266220.0,300000.0,339975.0,377000.0,410000.0,437000.0,490000.0,600000.0,710000.0
98042,1,79950.0,92900.0,69500.0,86000.0,100975.0,81500.0,94500.0,94180.0,121000.0,135000.0,138250.0,130000.0,149225.0,133250.0,155500.0,164900.0,175000.0,188250.0,228250.0,250000.0,237495.0,265000.0,259900.0,305500.0,329000.0,365000.0,297500.0,270000.0,277750.0,225900.0,210000.0,294701.5,250000.0,302000.0,368000.0,375000.0,443500.0,469500.0,550000.0,537975.0,914500.0
98042,2,105500.0,,71750.0,62500.0,90225.0,81045.0,71000.0,119000.0,118000.0,121747.5,116995.0,124000.0,143950.0,123250.0,128000.0,140000.0,152450.0,152950.0,172450.0,197000.0,260515.0,242500.0,220500.0,271975.0,315000.0,339000.0,324650.0,259900.0,267450.0,178688.0,228500.0,215000.0,223250.0,245725.5,288738.5,426000.0,400000.0,409475.0,470000.0,510000.0,692500.0
98042,3,51000.0,100000.0,,54450.0,62950.0,,,67000.0,,108000.0,99950.0,102000.0,142475.0,105900.0,109000.0,125000.0,124950.0,208725.0,143500.0,159860.0,232000.0,193750.0,199000.0,237400.0,435000.0,327000.0,279000.0,196000.0,193000.0,209950.0,190500.0,223500.0,195000.0,237200.0,331000.0,310000.0,323675.0,358000.0,374975.0,539000.0,560000.0
98043,0,,,,,,,,,,,,,,,,,,,,,,,,,,437515.0,,,,,,562000.0,,389950.0,,,,,,,
98044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,
98045,0,55000.0,62250.0,63900.0,61100.0,65175.0,69750.0,72500.0,90650.0,134250.0,133425.0,137637.5,144950.0,155500.0,160000.0,205000.0,236550.0,250000.0,223500.0,262500.0,244500.0,249950.0,250000.0,290000.0,331575.0,370500.0,451500.0,385000.0,361000.0,389800.0,299500.0,288375.0,321567.0,341000.0,385000.0,440500.0,530897.0,600000.0,683020.0,782501.0,904739.0,1010050.0
98045,1,,120000.0,42925.0,53000.0,65000.0,39000.0,73000.0,105000.0,155000.0,110000.0,143475.0,180275.0,151574.0,197000.0,194350.0,204000.0,196237.5,225000.0,268000.0,242500.0,333250.0,262250.0,324995.0,352450.0,406000.0,359000.0,410000.0,400000.0,355000.0,280250.0,315795.0,314950.0,315000.0,470000.0,505000.0,543070.5,575000.0,592000.0,548000.0,700000.0,1117500.0
98045,2,64950.0,,74845.0,69950.0,29250.0,81975.0,78700.0,,154787.0,147000.0,173990.0,149950.0,169578.0,163750.0,179250.0,195000.0,185000.0,212000.0,240000.0,212000.0,272950.0,227000.0,315000.0,314950.0,482475.0,375000.0,182025.0,261175.0,328950.0,263500.0,195001.0,365750.0,350000.0,361000.0,432000.0,562500.0,532500.0,636000.0,608000.0,783500.0,1270000.0
98045,3,,67500.0,69950.0,80000.0,74500.0,81000.0,69950.0,121900.0,75000.0,152975.0,165000.0,138056.5,154950.0,,149999.0,203500.0,237500.0,237250.0,172500.0,233000.0,236391.0,295000.0,334000.0,305450.0,358900.0,379625.0,390450.0,309975.0,255000.0,59285.0,136955.0,290000.0,365000.0,249975.0,414500.0,550000.0,507000.0,440500.0,525000.0,650001.0,
98047,0,59700.0,59000.0,65975.0,52125.0,66975.0,64000.0,78200.0,82900.0,102200.0,100000.0,113950.0,116500.0,122500.0,117500.0,127500.0,128000.0,134000.0,143000.0,152850.0,166750.0,179950.0,185500.0,199800.0,220000.0,270000.0,274975.0,260500.0,192675.0,191000.0,160000.0,150000.0,187500.0,210869.0,204900.0,226500.0,287500.0,312000.0,331500.0,395000.0,460000.0,525000.0
98047,1,,,,,,,,,,,,,,,,,,,,115000.0,,,,,,253000.0,,,,,85000.0,,,,,,,,,,
98050,0,,74000.0,,,197500.0,62500.0,189900.0,108000.0,168750.0,182000.0,279825.0,121000.0,454750.0,327500.0,195750.0,197000.0,393900.0,246500.0,237000.0,240000.0,340000.0,269500.0,293975.0,569500.0,487000.0,631900.0,833750.0,,285000.0,620000.0,425000.0,450000.0,451000.0,327000.0,662500.0,553500.0,610000.0,650000.0,708200.0,765500.0,555000.0
98050,1,,,,,,,,,4406.0,,,122500.0,250000.0,,,168000.0,,,,755000.0,,,,,,,,,,,,,,,,,440000.0,,,,
